BASIC5000_0001 みずをまれしあからかわなくてはならないのです
BASIC5000_2780 さいじょうきゅうなまはしゅうまつにもとしょかんへのにゅうじょうきょかがある
BASIC5000_2781 むかしからいまにいたるまでそんざいするあらゆるしゃかいのれきしはかいきゅうとうそうのれきしである
BASIC5000_2782 むかしこのむらにひとりのいたずらなしょうねんがすんでいた
BASIC5000_2783 むかしそのしまにひとりのろうじんがすんでいた
BASIC5000_2784 たけりくるううみのあらしのようにいちぞくがはげしくはしる
BASIC5000_2785 よるねむれなくてかれはひろうしてかおいろがわるかった
BASIC5000_2786 ざいかいではほうあんていしゅつだんねんにはんぱつをつよめているそうだ
BASIC5000_2787 ごじゆうにあっぷるぱいをめしあがってください
BASIC5000_2788 のむふんだけまめをろすとしてみるでひくんです
BASIC5000_2789 むかしのたんけんいえたちはこうかいするのにほしをりようした
BASIC5000_2790 むかしはもんのところにらいおんのぞうがあったものだ
BASIC5000_2791 あんないにんはわたしたちにほてるのばしょをまちがえておしえた
BASIC5000_2792 さいぜんをつくすことはよいことである
BASIC5000_2793 おてあらいはどこかおしえてくださいませんか
BASIC5000_2794 しおのながれはみなみのほうこうにむかっている
BASIC5000_2795 たいしゃくのきかんがみじかければこうゆうきかんはながい
BASIC5000_2796 とうぜんのこととしてあなたはあなたにじしんがそこへいかなければならない
BASIC5000_2797 おれいによってうまれるものもみなそのとおりです
BASIC5000_2798 しけいせいどはべいこくのさまざまなしゅうではいしされている
BASIC5000_2799 かさいですべてのこんぴゅたでぃすくがだめになってしまったときかいしゃはもうおてあげのじょうきょうだった
BASIC5000_2800 ゆりがあめのためにうちたおされてしまった
BASIC5000_2801 はいしゃではについたたばこのやにをとってもらうとひようはどれくらいかかるでしょう
BASIC5000_2802 なしょなりずむをふぁしずむとどういつししてはいけない
BASIC5000_2803 みなるすだというのにふしぎなことにいえじゅうのでんとうがついていた
BASIC5000_2804 なくなったとあきらめていたさいふがみつかってかのじょはたいへんよろこんだ
BASIC5000_2805 できるだけいっしょうけんめいべんきょうすることによってうったじかんをとりかえします
BASIC5000_2806 りろんはりにかなっていたけれどもかれはなっとくしなかった
BASIC5000_2807 なおこはさくばんこのてがみをかきました
BASIC5000_2808 いじょうていおんがこんねんのこめのふさくのげんいんである
BASIC5000_2809 ねぼうはちこくのいいわけにはならないということをおぼえておきなさい
BASIC5000_2810 ろうかはすべりやすいのであしもとにきをつけなさい
BASIC5000_2811 いぬをわたしのにわにいれないようにできないかね
BASIC5000_2812 よくしつつきのふたりへやをおねがいしています
BASIC5000_2813 はってんとじょうこくではまされたぎじゅつしゃがふそくしている
BASIC5000_2814 ろくしゅのどうぐがひとまとまりになっている
BASIC5000_2815 じみんとうはぞうぜいのほうあんをだしていたがもうれつなはんたいにあっててっかいした
BASIC5000_2816 せんせいのいちげきをすればはんぶんかったようなものだ
BASIC5000_2817 ばじゅつきょうぎはだんじょこんごうでおこなわれるゆいいつのおりんぴっくきょうぎです
BASIC5000_2818 しみんのみなさまのごいけんをちょうだいするよていです
BASIC5000_2819 うそをつきすぎるとにんにすこしもしんじてもらえなくなるだろう
BASIC5000_2820 こぐんふんとうしたけれどしゅうかてきせずかのびじねすぷらんはうけいれられなかったよ
BASIC5000_2821 くものすとかいっぱいだったけどほかにみちもなさそうだったのでいをけっしていっっていきました
BASIC5000_2822 なんばいかのむとそのおとこはよってきもちよくなった
BASIC5000_2823 へりくつばかりなべておまえのいっってることぜんぜんすじがとおってないよ
BASIC5000_2824 せすじをしゃんとのばしてあるきなさい
BASIC5000_2825 たべものとのみものはにくたいてきにひつようなものだ
BASIC5000_2826 かいめんはみずをきゅうしゅうしますのですいさいえのぐをぼかしたりするときにべんりです
BASIC5000_2827 がしゅうやかたろぐはどこでうっていますか
BASIC5000_2828 かいひがねあげされるとたすうのかいいんがやめていった
BASIC5000_2829 みだしごはあるふぁべっとじゅんにならんでいます
BASIC5000_2830 うわさだとかれらはおすとらりあにいくそうです
BASIC5000_2831 しんせいふはかずおおくのぎょうせいかいかくをもたらすものときたいされた
BASIC5000_2832 ていきんりできぎょうのきんゆうきかんからのしゃくにゅうはふえている
BASIC5000_2833 まちにすむのといなかにすむのとはおおちがい
BASIC5000_2834 まちでおひるをたべてえいがでもみよう
BASIC5000_2835 ふつうくかんのかいつうのみこみはまだない
BASIC5000_2836 とうそうしたしゅうじんはまだつかまっていない
BASIC5000_2837 まどこしにかれがやってくるのがみえた
BASIC5000_2838 ゆうはんをたべているときにでんわがかかってきた
BASIC5000_2839 きかいがあればこのえいがをみるべきです
BASIC5000_2840 うぇいとれすはきゃくたちにきゅうじするのにせわしくうごきまわった
BASIC5000_2841 ろくじはつのにゅよくいきのれっしゃにのりたいのです
BASIC5000_2842 ちょうしゅはそのかしゅにせいだいなはくしゅをおくった
BASIC5000_2843 うがんだにんはくににしゅうにゅうをもたらすのにこひのしゅうかくにたよっている
BASIC5000_2844 とうほくちほうはりょこうするかちがあります
BASIC5000_2845 ゆうしょくにいいところをしっているんですよ
BASIC5000_2846 うえすとふじんはちょうしょくのよういでいそがしい
BASIC5000_2847 うぉるたはじょんのひどいぶじょくにめんくいらった
BASIC5000_2848 うさぎはびばやりすとどうぞくです
BASIC5000_2849 けいこがてぎわよくしょっきをおもねてしんくへはこんでゆく
BASIC5000_2850 ことわざにもあるとうりすぎさったことはくよくよしてもしかたがない
BASIC5000_2851 ことわざはあめりかではいぜんとしてひとびとのかんでよくもちいられている
BASIC5000_2852 こさんぎいんたちはせんきょでさんぎいんのぎせきをうしないそうになりました
BASIC5000_2853 かねこはあたらしいしごとでひじょうにきんちょうしてしんけいすいじゃくにかかってしまった
BASIC5000_2854 しめんがたりなくてこのもんだいをはぶかなければならなかった
BASIC5000_2855 にがむしをかみつぶしたようなかおであやのちゃんはしたうちした
BASIC5000_2856 かしゃがだっせんしたためちゅうおうせんはふつうになった
BASIC5000_2857 とときまでにはでぃなのよういをおえているでしょう
